name,price,cuisine,reviews,Location url,location,no. of reviews,City
Daily Dose,?350 for one,Beverages,4.5,https://www.zomato.com/jalandhar/daily-dose-model-town/order,Model Town,167,Jalandhar
Maggi 16 Plus,?350 for one,Fast Food,3.5,https://www.zomato.com/jalandhar/maggi-16-plus-urban-estate/order,Urban Estate,120,Jalandhar
Maggi 16 Plus,?350 for one,Sandwich,3.5,https://www.zomato.com/jalandhar/maggi-16-plus-urban-estate/order,Urban Estate,120,Jalandhar
Maggi 16 Plus,?350 for one,Beverages,3.5,https://www.zomato.com/jalandhar/maggi-16-plus-urban-estate/order,Urban Estate,120,Jalandhar
Sohan's,?350 for one,Street Food,3.5,https://www.zomato.com/jalandhar/sohans-model-town/order,Model Town,735,Jalandhar
Sohan's,?350 for one,Mithai,3.5,https://www.zomato.com/jalandhar/sohans-model-town/order,Model Town,735,Jalandhar
Chaska Dhaba,?350 for one,North Indian,3.8,https://www.zomato.com/jalandhar/chaska-dhaba-1-urban-estate/order,Urban Estate,12.1K,Jalandhar
Chaska Dhaba,?350 for one,Chinese,3.8,https://www.zomato.com/jalandhar/chaska-dhaba-1-urban-estate/order,Urban Estate,12.1K,Jalandhar
Hunger Fighters,?150 for one,Street Food,3.9,https://www.zomato.com/jalandhar/hunger-fighters-adarsh-nagar/order,Adarsh Nagar,333,Jalandhar
Hunger Fighters,?150 for one,Pizza,3.9,https://www.zomato.com/jalandhar/hunger-fighters-adarsh-nagar/order,Adarsh Nagar,333,Jalandhar
Hunger Fighters,?150 for one,Chinese,3.9,https://www.zomato.com/jalandhar/hunger-fighters-adarsh-nagar/order,Adarsh Nagar,333,Jalandhar
Hunger Fighters,?150 for one,Fast Food,3.9,https://www.zomato.com/jalandhar/hunger-fighters-adarsh-nagar/order,Adarsh Nagar,333,Jalandhar
Hunger Fighters,?150 for one,Burger,3.9,https://www.zomato.com/jalandhar/hunger-fighters-adarsh-nagar/order,Adarsh Nagar,333,Jalandhar
Hunger Fighters,?150 for one,Beverages,3.9,https://www.zomato.com/jalandhar/hunger-fighters-adarsh-nagar/order,Adarsh Nagar,333,Jalandhar
Pizza Italia Wood Oven,?150 for one,Pizza,4,https://www.zomato.com/jalandhar/pizza-italia-wood-oven-gt-road/order,GT Road,"4,541",Jalandhar
Pizza Italia Wood Oven,?150 for one,Fast Food,4,https://www.zomato.com/jalandhar/pizza-italia-wood-oven-gt-road/order,GT Road,"4,541",Jalandhar
Pizza Italia Wood Oven,?150 for one,Beverages,4,https://www.zomato.com/jalandhar/pizza-italia-wood-oven-gt-road/order,GT Road,"4,541",Jalandhar
Mumbai Food Corner,?150 for one,Chinese,3.7,https://www.zomato.com/jalandhar/mumbai-food-corner-gt-road/order,GT Road,154,Jalandhar
Mumbai Food Corner,?150 for one,Street Food,3.7,https://www.zomato.com/jalandhar/mumbai-food-corner-gt-road/order,GT Road,154,Jalandhar
Mumbai Food Corner,?150 for one,Fast Food,3.7,https://www.zomato.com/jalandhar/mumbai-food-corner-gt-road/order,GT Road,154,Jalandhar
Mumbai Food Corner,?150 for one,North Indian,3.7,https://www.zomato.com/jalandhar/mumbai-food-corner-gt-road/order,GT Road,154,Jalandhar
Dua Sweets,?150 for one,Mithai,4.3,https://www.zomato.com/jalandhar/dua-sweets-adarsh-nagar/order,Adarsh Nagar,82,Jalandhar
Kwality Sweets,?150 for one,Mithai,3.6,https://www.zomato.com/jalandhar/kwality-sweets-ppr-market/order,PPR Market,"1,497",Jalandhar
Kwality Sweets,?150 for one,Beverages,3.6,https://www.zomato.com/jalandhar/kwality-sweets-ppr-market/order,PPR Market,"1,497",Jalandhar
Makkar Bakers & Confectionery,?150 for one,Bakery,4.2,https://www.zomato.com/jalandhar/makkar-bakers-confectionery-adarsh-nagar/order,Adarsh Nagar,"2,674",Jalandhar
Makkar Bakers & Confectionery,?150 for one,Desserts,4.2,https://www.zomato.com/jalandhar/makkar-bakers-confectionery-adarsh-nagar/order,Adarsh Nagar,"2,674",Jalandhar
Makkar Bakers & Confectionery,?150 for one,Fast Food,4.2,https://www.zomato.com/jalandhar/makkar-bakers-confectionery-adarsh-nagar/order,Adarsh Nagar,"2,674",Jalandhar
Mr Sub,?150 for one,Healthy Food,3.4,https://www.zomato.com/jalandhar/mr-sub-adarsh-nagar/order,Adarsh Nagar,881,Jalandhar
Mr Sub,?150 for one,Fast Food,3.4,https://www.zomato.com/jalandhar/mr-sub-adarsh-nagar/order,Adarsh Nagar,881,Jalandhar
Mr Sub,?150 for one,Beverages,3.4,https://www.zomato.com/jalandhar/mr-sub-adarsh-nagar/order,Adarsh Nagar,881,Jalandhar
Giani's,?150 for one,Ice Cream,4.4,https://www.zomato.com/jalandhar/gianis-urban-estate/order,Urban Estate,409,Jalandhar
Giani's,?150 for one,Desserts,4.4,https://www.zomato.com/jalandhar/gianis-urban-estate/order,Urban Estate,409,Jalandhar
Giani's,?150 for one,Beverages,4.4,https://www.zomato.com/jalandhar/gianis-urban-estate/order,Urban Estate,409,Jalandhar
Gethin Shape Cafe,?150 for one,Healthy Food,3.2,https://www.zomato.com/jalandhar/gethin-shape-cafe-model-town/order,Model Town,24,Jalandhar
Gethin Shape Cafe,?150 for one,Salad,3.2,https://www.zomato.com/jalandhar/gethin-shape-cafe-model-town/order,Model Town,24,Jalandhar
Gethin Shape Cafe,?150 for one,Fast Food,3.2,https://www.zomato.com/jalandhar/gethin-shape-cafe-model-town/order,Model Town,24,Jalandhar
Gethin Shape Cafe,?150 for one,Beverages,3.2,https://www.zomato.com/jalandhar/gethin-shape-cafe-model-town/order,Model Town,24,Jalandhar
Yarn,?150 for one,Tibetan,3.8,https://www.zomato.com/jalandhar/yarn-urban-estate/order,Urban Estate,120,Jalandhar
Yarn,?150 for one,North Indian,3.8,https://www.zomato.com/jalandhar/yarn-urban-estate/order,Urban Estate,120,Jalandhar
Yarn,?150 for one,Seafood,3.8,https://www.zomato.com/jalandhar/yarn-urban-estate/order,Urban Estate,120,Jalandhar
Chacha Tikke Wala,?150 for one,Mughlai,3.4,https://www.zomato.com/jalandhar/chacha-tikke-wala-shastri-nagar/order,Shastri Nagar,357,Jalandhar
Chacha Tikke Wala,?150 for one,North Indian,3.4,https://www.zomato.com/jalandhar/chacha-tikke-wala-shastri-nagar/order,Shastri Nagar,357,Jalandhar
Common Room,?150 for one,Beverages,4,https://www.zomato.com/jalandhar/common-room-urban-estate/order,Urban Estate,51,Jalandhar
Common Room,?150 for one,Burger,4,https://www.zomato.com/jalandhar/common-room-urban-estate/order,Urban Estate,51,Jalandhar
Common Room,?150 for one,Coffee,4,https://www.zomato.com/jalandhar/common-room-urban-estate/order,Urban Estate,51,Jalandhar
Common Room,?150 for one,Healthy Food,4,https://www.zomato.com/jalandhar/common-room-urban-estate/order,Urban Estate,51,Jalandhar
Common Room,?150 for one,Pasta,4,https://www.zomato.com/jalandhar/common-room-urban-estate/order,Urban Estate,51,Jalandhar
Common Room,?150 for one,Pizza,4,https://www.zomato.com/jalandhar/common-room-urban-estate/order,Urban Estate,51,Jalandhar
Common Room,?150 for one,Salad,4,https://www.zomato.com/jalandhar/common-room-urban-estate/order,Urban Estate,51,Jalandhar
Common Room,?150 for one,Sandwich,4,https://www.zomato.com/jalandhar/common-room-urban-estate/order,Urban Estate,51,Jalandhar
King Fast Food,?150 for one,Fast Food,4,https://www.zomato.com/jalandhar/king-fast-food-maqsudan/order,Maqsudan,90,Jalandhar
King Fast Food,?150 for one,Chinese,4,https://www.zomato.com/jalandhar/king-fast-food-maqsudan/order,Maqsudan,90,Jalandhar
CFC Chaitanya Food Court,?150 for one,North Indian,3.8,https://www.zomato.com/jalandhar/cfc-chaitanya-food-court-shastri-nagar/order,Shastri Nagar,49,Jalandhar
Inder Di Hatti,?150 for one,Street Food,4.4,https://www.zomato.com/jalandhar/inder-di-hatti-adarsh-nagar/order,Adarsh Nagar,138,Jalandhar
Tandoori Mehal,?150 for one,North Indian,3.4,https://www.zomato.com/jalandhar/tandoori-mehal-ppr-market/order,PPR Market,140,Jalandhar
Tandoori Mehal,?150 for one,Chinese,3.4,https://www.zomato.com/jalandhar/tandoori-mehal-ppr-market/order,PPR Market,140,Jalandhar
Tandoori Mehal,?150 for one,Fast Food,3.4,https://www.zomato.com/jalandhar/tandoori-mehal-ppr-market/order,PPR Market,140,Jalandhar
Tandoori Mehal,?150 for one,Rolls,3.4,https://www.zomato.com/jalandhar/tandoori-mehal-ppr-market/order,PPR Market,140,Jalandhar
Mantra Chick N Fish,?150 for one,North Indian,4.1,https://www.zomato.com/jalandhar/mantra-chick-n-fish-nakodar-road/order,Nakodar Road,"1,949",Jalandhar
Mantra Chick N Fish,?150 for one,Chinese,4.1,https://www.zomato.com/jalandhar/mantra-chick-n-fish-nakodar-road/order,Nakodar Road,"1,949",Jalandhar
Mantra Chick N Fish,?150 for one,Seafood,4.1,https://www.zomato.com/jalandhar/mantra-chick-n-fish-nakodar-road/order,Nakodar Road,"1,949",Jalandhar
Caramellow Bakery,?150 for one,Bakery,4.3,https://www.zomato.com/jalandhar/caramellow-bakery-model-town/order,Model Town,214,Jalandhar
Caramellow Bakery,?150 for one,Desserts,4.3,https://www.zomato.com/jalandhar/caramellow-bakery-model-town/order,Model Town,214,Jalandhar
Pahwa Refreshments,?150 for one,Ice Cream,4.4,https://www.zomato.com/jalandhar/pahwa-refreshments-shastri-nagar/order,Shastri Nagar,335,Jalandhar
Pahwa Refreshments,?150 for one,Desserts,4.4,https://www.zomato.com/jalandhar/pahwa-refreshments-shastri-nagar/order,Shastri Nagar,335,Jalandhar
Pahwa Refreshments,?150 for one,Beverages,4.4,https://www.zomato.com/jalandhar/pahwa-refreshments-shastri-nagar/order,Shastri Nagar,335,Jalandhar
South Hall Dhaba,?150 for one,Rolls,3.7,https://www.zomato.com/jalandhar/south-hall-dhaba-gt-road/order,GT Road,727,Jalandhar
South Hall Dhaba,?150 for one,North Indian,3.7,https://www.zomato.com/jalandhar/south-hall-dhaba-gt-road/order,GT Road,727,Jalandhar
South Hall Dhaba,?150 for one,Biryani,3.7,https://www.zomato.com/jalandhar/south-hall-dhaba-gt-road/order,GT Road,727,Jalandhar
Chawla's Veg & Non Veg,?150 for one,North Indian,4.1,https://www.zomato.com/jalandhar/chawlas-veg-non-veg-urban-estate/order,Urban Estate,"1,342",Jalandhar
Chawla's Veg & Non Veg,?150 for one,Mughlai,4.1,https://www.zomato.com/jalandhar/chawlas-veg-non-veg-urban-estate/order,Urban Estate,"1,342",Jalandhar
Chawla's Veg & Non Veg,?150 for one,Chinese,4.1,https://www.zomato.com/jalandhar/chawlas-veg-non-veg-urban-estate/order,Urban Estate,"1,342",Jalandhar
Amritsari Kitchen,?150 for one,North Indian,3.3,https://www.zomato.com/jalandhar/amritsari-kitchen-transport-nagar/order,Transport Nagar,53,Jalandhar
Snack's Box Amritsari Kulcha,?150 for one,North Indian,4,https://www.zomato.com/jalandhar/snacks-box-amritsari-kulcha-urban-estate/order,Urban Estate,27,Jalandhar
Kwality Wall's Frozen Dessert And Ice Cream Shop,?150 for one,Ice Cream,4.5,https://www.zomato.com/jalandhar/kwality-walls-frozen-dessert-and-ice-cream-shop-5-adarsh-nagar/order,Adarsh Nagar,208,Jalandhar
Kwality Wall's Frozen Dessert And Ice Cream Shop,?150 for one,Desserts,4.5,https://www.zomato.com/jalandhar/kwality-walls-frozen-dessert-and-ice-cream-shop-5-adarsh-nagar/order,Adarsh Nagar,208,Jalandhar
Pranthas Hut,?50 for one,North Indian,3.2,https://www.zomato.com/jalandhar/pranthas-hut-nakodar-road/order,Nakodar Road,23,Jalandhar
Thali Bar,?50 for one,North Indian,3.1,https://www.zomato.com/jalandhar/thali-bar-shastri-nagar/order,Shastri Nagar,31,Jalandhar
GK Vaishnu Dhaba,?50 for one,North Indian,3.6,https://www.zomato.com/jalandhar/gk-vaishnu-dhaba-gt-road/order,GT Road,68,Jalandhar
GK Vaishnu Dhaba,?50 for one,Chinese,3.6,https://www.zomato.com/jalandhar/gk-vaishnu-dhaba-gt-road/order,GT Road,68,Jalandhar
GK Vaishnu Dhaba,?50 for one,Fast Food,3.6,https://www.zomato.com/jalandhar/gk-vaishnu-dhaba-gt-road/order,GT Road,68,Jalandhar
Paras Rice Bowl,?50 for one,North Indian,4,https://www.zomato.com/jalandhar/paras-rice-bowl-shastri-nagar/order,Shastri Nagar,26,Jalandhar
The Chaap Hub,?50 for one,North Indian,3.6,https://www.zomato.com/jalandhar/the-chaap-hub-shastri-nagar/order,Shastri Nagar,94,Jalandhar
The Chaap Hub,?50 for one,Mughlai,3.6,https://www.zomato.com/jalandhar/the-chaap-hub-shastri-nagar/order,Shastri Nagar,94,Jalandhar
The Chaap Hub,?50 for one,Rolls,3.6,https://www.zomato.com/jalandhar/the-chaap-hub-shastri-nagar/order,Shastri Nagar,94,Jalandhar
Mother Dairy's Family Delight Cafe,?50 for one,Fast Food,3.6,https://www.zomato.com/jalandhar/mother-dairys-family-delight-cafe-shastri-nagar/order,Shastri Nagar,38,Jalandhar
Mother Dairy's Family Delight Cafe,?50 for one,North Indian,3.6,https://www.zomato.com/jalandhar/mother-dairys-family-delight-cafe-shastri-nagar/order,Shastri Nagar,38,Jalandhar
Al Lazeez,?50 for one,Biryani,4.4,https://www.zomato.com/jalandhar/al-lazeez-ppr-market/order,PPR Market,63,Jalandhar
Al Lazeez,?50 for one,North Indian,4.4,https://www.zomato.com/jalandhar/al-lazeez-ppr-market/order,PPR Market,63,Jalandhar
FROYO - Frozen Yogurt & Treats,?50 for one,Ice Cream,4,https://www.zomato.com/jalandhar/froyo-frozen-yogurt-treats-model-town/order,Model Town,23,Jalandhar
FROYO - Frozen Yogurt & Treats,?50 for one,Desserts,4,https://www.zomato.com/jalandhar/froyo-frozen-yogurt-treats-model-town/order,Model Town,23,Jalandhar
FROYO - Frozen Yogurt & Treats,?50 for one,Beverages,4,https://www.zomato.com/jalandhar/froyo-frozen-yogurt-treats-model-town/order,Model Town,23,Jalandhar
Blue Heaven Lounge,?50 for one,North Indian,3.4,https://www.zomato.com/jalandhar/blue-heaven-lounge-adarsh-nagar/order,Adarsh Nagar,253,Jalandhar
Blue Heaven Lounge,?50 for one,Street Food,3.4,https://www.zomato.com/jalandhar/blue-heaven-lounge-adarsh-nagar/order,Adarsh Nagar,253,Jalandhar
Blue Heaven Lounge,?50 for one,Mughlai,3.4,https://www.zomato.com/jalandhar/blue-heaven-lounge-adarsh-nagar/order,Adarsh Nagar,253,Jalandhar
Blue Heaven Lounge,?50 for one,Chinese,3.4,https://www.zomato.com/jalandhar/blue-heaven-lounge-adarsh-nagar/order,Adarsh Nagar,253,Jalandhar
Blue Heaven Lounge,?50 for one,Fast Food,3.4,https://www.zomato.com/jalandhar/blue-heaven-lounge-adarsh-nagar/order,Adarsh Nagar,253,Jalandhar
Blue Heaven Lounge,?50 for one,Beverages,3.4,https://www.zomato.com/jalandhar/blue-heaven-lounge-adarsh-nagar/order,Adarsh Nagar,253,Jalandhar
Chatterbox,?50 for one,Fast Food,3.7,https://www.zomato.com/jalandhar/chatterbox-model-town/order,Model Town,"1,616",Jalandhar
Chatterbox,?50 for one,Continental,3.7,https://www.zomato.com/jalandhar/chatterbox-model-town/order,Model Town,"1,616",Jalandhar
Jitna Khao Utna Mangaoo,?50 for one,North Indian,3.6,https://www.zomato.com/jalandhar/jitna-khao-utna-mangaoo-gt-road/order,GT Road,164,Jalandhar
Jitna Khao Utna Mangaoo,?50 for one,Chinese,3.6,https://www.zomato.com/jalandhar/jitna-khao-utna-mangaoo-gt-road/order,GT Road,164,Jalandhar
Sabharwal Bakers And Food Plaza,?50 for one,Bakery,4.1,https://www.zomato.com/jalandhar/sabharwal-bakers-and-food-plaza-model-house/order,Model House,803,Jalandhar
Sabharwal Bakers And Food Plaza,?50 for one,Desserts,4.1,https://www.zomato.com/jalandhar/sabharwal-bakers-and-food-plaza-model-house/order,Model House,803,Jalandhar
Sabharwal Bakers And Food Plaza,?50 for one,Street Food,4.1,https://www.zomato.com/jalandhar/sabharwal-bakers-and-food-plaza-model-house/order,Model House,803,Jalandhar
Avengers Food Point,?100 for one,Chinese,3.6,https://www.zomato.com/jalandhar/avengers-food-point-model-town/order,Model Town,147,Jalandhar
Avengers Food Point,?100 for one,Fast Food,3.6,https://www.zomato.com/jalandhar/avengers-food-point-model-town/order,Model Town,147,Jalandhar
Avengers Food Point,?100 for one,Pizza,3.6,https://www.zomato.com/jalandhar/avengers-food-point-model-town/order,Model Town,147,Jalandhar
Ghai Bakers Kitchen,?100 for one,South Indian,3.9,https://www.zomato.com/jalandhar/ghai-bakers-kitchen-model-house/order,Model House,783,Jalandhar
Ghai Bakers Kitchen,?100 for one,North Indian,3.9,https://www.zomato.com/jalandhar/ghai-bakers-kitchen-model-house/order,Model House,783,Jalandhar
Ghai Bakers Kitchen,?100 for one,Chinese,3.9,https://www.zomato.com/jalandhar/ghai-bakers-kitchen-model-house/order,Model House,783,Jalandhar
Pizza POP,?100 for one,Pizza,4.1,https://www.zomato.com/jalandhar/pizza-pop-model-town/order,Model Town,223,Jalandhar
Pizza POP,?100 for one,Fast Food,4.1,https://www.zomato.com/jalandhar/pizza-pop-model-town/order,Model Town,223,Jalandhar
Pizza POP,?100 for one,Shake,4.1,https://www.zomato.com/jalandhar/pizza-pop-model-town/order,Model Town,223,Jalandhar
Pizzateria,?100 for one,Pizza,3.1,https://www.zomato.com/jalandhar/pizzateria-adarsh-nagar/order,Adarsh Nagar,507,Jalandhar
Pizzateria,?100 for one,Italian,3.1,https://www.zomato.com/jalandhar/pizzateria-adarsh-nagar/order,Adarsh Nagar,507,Jalandhar
Pizzateria,?100 for one,Fast Food,3.1,https://www.zomato.com/jalandhar/pizzateria-adarsh-nagar/order,Adarsh Nagar,507,Jalandhar
Pizzateria,?100 for one,Burger,3.1,https://www.zomato.com/jalandhar/pizzateria-adarsh-nagar/order,Adarsh Nagar,507,Jalandhar
Pizzateria,?100 for one,Sandwich,3.1,https://www.zomato.com/jalandhar/pizzateria-adarsh-nagar/order,Adarsh Nagar,507,Jalandhar
Pizzateria,?100 for one,Shake,3.1,https://www.zomato.com/jalandhar/pizzateria-adarsh-nagar/order,Adarsh Nagar,507,Jalandhar
Satkartar Nutri Kulcha,?100 for one,Street Food,3.7,https://www.zomato.com/jalandhar/satkartar-nutri-kulcha-model-town/order,Model Town,395,Jalandhar
Olive Grill,?100 for one,North Indian,3.7,https://www.zomato.com/jalandhar/olive-grill-model-town/order,Model Town,215,Jalandhar
Olive Grill,?100 for one,Continental,3.7,https://www.zomato.com/jalandhar/olive-grill-model-town/order,Model Town,215,Jalandhar
Olive Grill,?100 for one,Chinese,3.7,https://www.zomato.com/jalandhar/olive-grill-model-town/order,Model Town,215,Jalandhar
Olive Grill,?100 for one,Seafood,3.7,https://www.zomato.com/jalandhar/olive-grill-model-town/order,Model Town,215,Jalandhar
Olive Grill,?100 for one,Lebanese,3.7,https://www.zomato.com/jalandhar/olive-grill-model-town/order,Model Town,215,Jalandhar
Olive Grill,?100 for one,Fast Food,3.7,https://www.zomato.com/jalandhar/olive-grill-model-town/order,Model Town,215,Jalandhar
Olive Grill,?100 for one,Sandwich,3.7,https://www.zomato.com/jalandhar/olive-grill-model-town/order,Model Town,215,Jalandhar
Olive Grill,?100 for one,Pizza,3.7,https://www.zomato.com/jalandhar/olive-grill-model-town/order,Model Town,215,Jalandhar
FnP Cakes And More,?100 for one,Bakery,3.9,https://www.zomato.com/jalandhar/fnp-cakes-and-more-model-town/order,Model Town,506,Jalandhar
Eats N Treats,?100 for one,Chinese,3.5,https://www.zomato.com/jalandhar/eats-n-treats-adarsh-nagar/order,Adarsh Nagar,78,Jalandhar
Eats N Treats,?100 for one,North Indian,3.5,https://www.zomato.com/jalandhar/eats-n-treats-adarsh-nagar/order,Adarsh Nagar,78,Jalandhar
Eats N Treats,?100 for one,Fast Food,3.5,https://www.zomato.com/jalandhar/eats-n-treats-adarsh-nagar/order,Adarsh Nagar,78,Jalandhar
Soya Junction By Anu'z Rasoi,?100 for one,Fast Food,4,https://www.zomato.com/jalandhar/soya-junction-by-anuz-rasoi-urban-estate/order,Urban Estate,19,Jalandhar
Soya Junction By Anu'z Rasoi,?100 for one,Beverages,4,https://www.zomato.com/jalandhar/soya-junction-by-anuz-rasoi-urban-estate/order,Urban Estate,19,Jalandhar
Zig Zag Hungry Point,?100 for one,Fast Food,3.8,https://www.zomato.com/jalandhar/zig-zag-hungry-point-model-house/order,Model House,657,Jalandhar
Zig Zag Hungry Point,?100 for one,Burger,3.8,https://www.zomato.com/jalandhar/zig-zag-hungry-point-model-house/order,Model House,657,Jalandhar
Zig Zag Hungry Point,?100 for one,Beverages,3.8,https://www.zomato.com/jalandhar/zig-zag-hungry-point-model-house/order,Model House,657,Jalandhar
Grill 'N' Shakes,?100 for one,Fast Food,4.1,https://www.zomato.com/jalandhar/grill-n-shakes-model-town/order,Model Town,46,Jalandhar
Grill 'N' Shakes,?100 for one,Sandwich,4.1,https://www.zomato.com/jalandhar/grill-n-shakes-model-town/order,Model Town,46,Jalandhar
Grill 'N' Shakes,?100 for one,Beverages,4.1,https://www.zomato.com/jalandhar/grill-n-shakes-model-town/order,Model Town,46,Jalandhar
Singh's Food,?100 for one,North Indian,3.4,https://www.zomato.com/jalandhar/singhs-food-maqsudan/order,Maqsudan,635,Jalandhar
Singh's Food,?100 for one,Fast Food,3.4,https://www.zomato.com/jalandhar/singhs-food-maqsudan/order,Maqsudan,635,Jalandhar
Bajaj's- A House Of Vegetarian Cuisine,?100 for one,North Indian,New,https://www.zomato.com/jalandhar/bajajs-a-house-of-vegetarian-cuisine-adarsh-nagar/order,Adarsh Nagar,0,Jalandhar
Bajaj's- A House Of Vegetarian Cuisine,?100 for one,Chinese,New,https://www.zomato.com/jalandhar/bajajs-a-house-of-vegetarian-cuisine-adarsh-nagar/order,Adarsh Nagar,0,Jalandhar
Bajaj's- A House Of Vegetarian Cuisine,?100 for one,Fast Food,New,https://www.zomato.com/jalandhar/bajajs-a-house-of-vegetarian-cuisine-adarsh-nagar/order,Adarsh Nagar,0,Jalandhar
Bajaj's- A House Of Vegetarian Cuisine,?100 for one,Beverages,New,https://www.zomato.com/jalandhar/bajajs-a-house-of-vegetarian-cuisine-adarsh-nagar/order,Adarsh Nagar,0,Jalandhar
Bajaj's- A House Of Vegetarian Cuisine,?100 for one,Pizza,New,https://www.zomato.com/jalandhar/bajajs-a-house-of-vegetarian-cuisine-adarsh-nagar/order,Adarsh Nagar,0,Jalandhar
Golden Temple Lassi & Shakes,?100 for one,Beverages,3.9,https://www.zomato.com/jalandhar/golden-temple-lassi-shakes-shastri-nagar/order,Shastri Nagar,481,Jalandhar
Golden Temple Lassi & Shakes,?100 for one,Desserts,3.9,https://www.zomato.com/jalandhar/golden-temple-lassi-shakes-shastri-nagar/order,Shastri Nagar,481,Jalandhar
Golden Temple Lassi & Shakes,?100 for one,Salad,3.9,https://www.zomato.com/jalandhar/golden-temple-lassi-shakes-shastri-nagar/order,Shastri Nagar,481,Jalandhar
Golden Temple Lassi & Shakes,?100 for one,Fast Food,3.9,https://www.zomato.com/jalandhar/golden-temple-lassi-shakes-shastri-nagar/order,Shastri Nagar,481,Jalandhar
The Coffee Secrets,?100 for one,Fast Food,4,https://www.zomato.com/jalandhar/the-coffee-secrets-urban-estate/order,Urban Estate,53,Jalandhar
The Coffee Secrets,?100 for one,Beverages,4,https://www.zomato.com/jalandhar/the-coffee-secrets-urban-estate/order,Urban Estate,53,Jalandhar
Tandoori Hub,?100 for one,North Indian,-,https://www.zomato.com/jalandhar/tandoori-hub-shastri-nagar/order,Shastri Nagar,13,Jalandhar
Tandoori Hub,?100 for one,Mughlai,-,https://www.zomato.com/jalandhar/tandoori-hub-shastri-nagar/order,Shastri Nagar,13,Jalandhar
Tandoori Hub,?100 for one,Chinese,-,https://www.zomato.com/jalandhar/tandoori-hub-shastri-nagar/order,Shastri Nagar,13,Jalandhar
Tandoori Hub,?100 for one,Seafood,-,https://www.zomato.com/jalandhar/tandoori-hub-shastri-nagar/order,Shastri Nagar,13,Jalandhar
Humm Bakerz,?100 for one,Bakery,-,https://www.zomato.com/jalandhar/humm-bakerz-urban-estate/order,Urban Estate,9,Jalandhar
Jashan E Biryani,?100 for one,Biryani,4,https://www.zomato.com/jalandhar/jashan-e-biryani-urban-estate/order,Urban Estate,21,Jalandhar
Baanto Box,?100 for one,North Indian,3.7,https://www.zomato.com/jalandhar/baanto-box-shastri-nagar/order,Shastri Nagar,54,Jalandhar
Baanto Box,?100 for one,Fast Food,3.7,https://www.zomato.com/jalandhar/baanto-box-shastri-nagar/order,Shastri Nagar,54,Jalandhar
Baanto Box,?100 for one,Chinese,3.7,https://www.zomato.com/jalandhar/baanto-box-shastri-nagar/order,Shastri Nagar,54,Jalandhar
Gracias,?100 for one,North Indian,3.9,https://www.zomato.com/jalandhar/gracias-rama-mandi/order,Rama Mandi,95,Jalandhar
Gracias,?100 for one,Continental,3.9,https://www.zomato.com/jalandhar/gracias-rama-mandi/order,Rama Mandi,95,Jalandhar
Gracias,?100 for one,Chinese,3.9,https://www.zomato.com/jalandhar/gracias-rama-mandi/order,Rama Mandi,95,Jalandhar
Gracias,?100 for one,Fast Food,3.9,https://www.zomato.com/jalandhar/gracias-rama-mandi/order,Rama Mandi,95,Jalandhar
Gracias,?100 for one,Desserts,3.9,https://www.zomato.com/jalandhar/gracias-rama-mandi/order,Rama Mandi,95,Jalandhar
Ashwani Baker's & Wrappers,?100 for one,Bakery,4.5,https://www.zomato.com/jalandhar/ashwani-bakers-wrappers-shastri-nagar/order,Shastri Nagar,88,Jalandhar
Ashwani Baker's & Wrappers,?100 for one,Fast Food,4.5,https://www.zomato.com/jalandhar/ashwani-bakers-wrappers-shastri-nagar/order,Shastri Nagar,88,Jalandhar
Ashwani Baker's & Wrappers,?100 for one,Beverages,4.5,https://www.zomato.com/jalandhar/ashwani-bakers-wrappers-shastri-nagar/order,Shastri Nagar,88,Jalandhar
Ashwani Baker's & Wrappers,?100 for one,Desserts,4.5,https://www.zomato.com/jalandhar/ashwani-bakers-wrappers-shastri-nagar/order,Shastri Nagar,88,Jalandhar
Sweet Art Bakers,?100 for one,Bakery,3.7,https://www.zomato.com/jalandhar/sweet-art-bakers-model-town/order,Model Town,"1,003",Jalandhar
Sweet Art Bakers,?100 for one,Desserts,3.7,https://www.zomato.com/jalandhar/sweet-art-bakers-model-town/order,Model Town,"1,003",Jalandhar
Sweet Art Bakers,?100 for one,Fast Food,3.7,https://www.zomato.com/jalandhar/sweet-art-bakers-model-town/order,Model Town,"1,003",Jalandhar
Dynamik Pizza,?100 for one,Pizza,4.1,https://www.zomato.com/jalandhar/dynamik-pizza-shastri-nagar/order,Shastri Nagar,74,Jalandhar
Dynamik Pizza,?100 for one,Burger,4.1,https://www.zomato.com/jalandhar/dynamik-pizza-shastri-nagar/order,Shastri Nagar,74,Jalandhar
Dynamik Pizza,?100 for one,Fast Food,4.1,https://www.zomato.com/jalandhar/dynamik-pizza-shastri-nagar/order,Shastri Nagar,74,Jalandhar
Dynamik Pizza,?100 for one,Beverages,4.1,https://www.zomato.com/jalandhar/dynamik-pizza-shastri-nagar/order,Shastri Nagar,74,Jalandhar
2 Yummy Snacks,?100 for one,Fast Food,4,https://www.zomato.com/jalandhar/2-yummy-snacks-urban-estate/order,Urban Estate,25,Jalandhar
2 Yummy Snacks,?100 for one,Street Food,4,https://www.zomato.com/jalandhar/2-yummy-snacks-urban-estate/order,Urban Estate,25,Jalandhar
2 Yummy Snacks,?100 for one,Chinese,4,https://www.zomato.com/jalandhar/2-yummy-snacks-urban-estate/order,Urban Estate,25,Jalandhar
